fn,bbox
594.tif,"[[6, 62, 38, 94], [-11, 82, 21, 114], [70, 49, 102, 81], [137, 188, 169, 220], [65, 149, 97, 181], [33, 206, 65, 238]]"
595.tif,"[[190, 54, 222, 86], [5, 9, 37, 41], [39, 173, 71, 205], [88, 101, 120, 133], [71, 189, 103, 221], [164, 119, 196, 151]]"
596.tif,"[[192, 68, 224, 100], [147, 58, 179, 90], [-3, 177, 29, 209], [46, 105, 78, 137], [29, 193, 61, 225], [121, 123, 153, 155], [173, 153, 205, 185]]"
597.tif,"[[110, 10, 142, 42], [134, 51, 166, 83], [144, 157, 176, 189], [64, -4, 96, 28], [92, 92, 124, 124], [27, 69, 59, 101], [8, 154, 40, 186], [58, 168, 90, 200]]"
598.tif,"[[106, 3, 138, 35], [156, 17, 188, 49], [92, 101, 124, 133], [187, 198, 219, 230], [167, 162, 199, 194], [116, 196, 148, 228]]"
599.tif,"[[114, 194, 146, 226], [135, 139, 167, 171], [179, 51, 211, 83], [118, 24, 150, 56], [83, 13, 115, 45], [54, 148, 86, 180], [34, 112, 66, 144]]"
600.tif,"[[145, 198, 177, 230], [190, 110, 222, 142], [128, 83, 160, 115], [120, 15, 152, 47], [93, 72, 125, 104], [34, 26, 66, 58], [64, 207, 96, 239], [45, 170, 77, 202], [-6, 205, 26, 237]]"
601.tif,"[[162, 118, 194, 150], [183, 63, 215, 95], [102, 72, 134, 104], [83, 35, 115, 67], [32, 70, 64, 102], [71, 166, 103, 198], [118, 186, 150, 218]]"
602.tif,"[[113, 206, 145, 238], [200, 145, 232, 177], [126, 11, 158, 43], [172, 32, 204, 64], [149, 114, 181, 146], [86, 122, 118, 154], [68, 171, 100, 203], [38, 78, 70, 110]]"
603.tif,"[[165, 131, 197, 163], [161, 37, 193, 69], [101, -9, 133, 23], [30, -11, 62, 21], [70, 85, 102, 117], [117, 105, 149, 137], [93, 188, 125, 220], [30, 196, 62, 228]]"
604.tif,"[[208, 172, 240, 204], [134, 39, 166, 71], [180, 59, 212, 91], [157, 141, 189, 173], [94, 149, 126, 181], [76, 198, 108, 230], [46, 106, 78, 138], [-11, 80, 21, 112]]"
605.tif,"[[152, 35, 184, 67], [199, 55, 231, 87], [175, 138, 207, 170], [112, 146, 144, 178], [95, 195, 127, 227], [64, 102, 96, 134], [7, 77, 39, 109], [-3, 198, 29, 230]]"
606.tif,"[[184, 63, 216, 95], [139, 27, 171, 59], [8, 21, 40, 53], [41, 30, 73, 62], [42, 101, 74, 133], [104, 119, 136, 151], [13, 199, 45, 231], [23, 173, 55, 205], [77, 187, 109, 219]]"
607.tif,"[[180, 48, 212, 80], [203, 150, 235, 182], [140, 158, 172, 190], [123, 207, 155, 239], [92, 114, 124, 146], [35, 89, 67, 121], [-8, 201, 24, 233]]"
608.tif,"[[155, 183, 187, 215], [167, -12, 199, 20], [191, 90, 223, 122], [128, 98, 160, 130], [110, 147, 142, 179], [80, 55, 112, 87], [23, 29, 55, 61], [12, 150, 44, 182]]"
609.tif,"[[173, 27, 205, 59], [141, 84, 173, 116], [202, 178, 234, 210], [69, 51, 101, 83], [34, 44, 66, 76], [51, 151, 83, 183], [109, 192, 141, 224]]"
610.tif,"[[36, -3, 68, 29], [75, 4, 107, 36], [151, 71, 183, 103], [119, 128, 151, 160], [47, 95, 79, 127], [12, 88, 44, 120], [29, 195, 61, 227]]"
611.tif,"[[198, 136, 230, 168], [167, 44, 199, 76], [110, 18, 142, 50], [6, 36, 38, 68], [67, 130, 99, 162], [100, 139, 132, 171]]"
612.tif,"[[168, 176, 200, 208], [203, 84, 235, 116], [140, 92, 172, 124], [123, 140, 155, 172], [92, 48, 124, 80], [35, 23, 67, 55], [-8, 134, 24, 166], [25, 144, 57, 176]]"
613.tif,"[[192, 208, 224, 240], [191, 38, 223, 70], [146, 2, 178, 34], [16, -4, 48, 28], [48, 6, 80, 38], [49, 76, 81, 108], [111, 94, 143, 126], [20, 174, 52, 206], [30, 148, 62, 180], [84, 162, 116, 194], [131, 191, 163, 223], [81, 204, 113, 236]]"
614.tif,"[[161, 90, 193, 122], [196, -2, 228, 30], [133, 5, 165, 37], [116, 54, 148, 86], [-15, 48, 17, 80], [18, 57, 50, 89], [19, 128, 51, 160], [81, 146, 113, 178], [0, 200, 32, 232]]"
615.tif,"[[195, 50, 227, 82], [123, 85, 155, 117], [106, 137, 138, 169], [166, 148, 198, 180], [176, 122, 208, 154], [37, 27, 69, 59], [6, 136, 38, 168]]"
616.tif,"[[161, 3, 193, 35], [194, 13, 226, 45], [195, 83, 227, 115], [123, 118, 155, 150], [105, 170, 137, 202], [166, 181, 198, 213], [176, 155, 208, 187], [68, 17, 100, 49], [37, 60, 69, 92], [6, 169, 38, 201]]"
617.tif,"[[200, 7, 232, 39], [128, 42, 160, 74], [110, 94, 142, 126], [170, 105, 202, 137], [180, 79, 212, 111], [118, 174, 150, 206], [192, 205, 224, 237], [48, 200, 80, 232], [10, 93, 42, 125]]"
618.tif,"[[205, -12, 237, 20], [71, 6, 103, 38], [53, 58, 85, 90], [114, 69, 146, 101], [123, 43, 155, 75], [177, 56, 209, 88], [174, 98, 206, 130], [62, 137, 94, 169], [135, 168, 167, 200], [201, 192, 233, 224], [-9, 163, 23, 195]]"
619.tif,"[[107, 53, 139, 85], [169, 71, 201, 103], [35, 88, 67, 120], [17, 140, 49, 172], [78, 151, 110, 183], [87, 125, 119, 157], [141, 139, 173, 171], [189, 168, 221, 200], [138, 181, 170, 213]]"
620.tif,"[[76, 207, 108, 239], [138, 175, 170, 207], [184, 5, 216, 37], [187, 78, 219, 110], [146, 110, 178, 142], [92, 84, 124, 116], [32, 67, 64, 99], [46, 122, 78, 154], [8, 174, 40, 206]]"
621.tif,"[[79, 195, 111, 227], [106, -9, 138, 23], [166, 20, 198, 52], [54, 59, 86, 91], [127, 91, 159, 123], [193, 115, 225, 147], [22, 165, 54, 197]]"
622.tif,"[[156, 204, 188, 236], [172, 81, 204, 113], [0, 47, 32, 79], [10, 21, 42, 53], [64, 35, 96, 67], [111, 64, 143, 96], [61, 77, 93, 109], [126, 119, 158, 151], [22, 147, 54, 179], [88, 171, 120, 203]]"
623.tif,"[[125, 192, 157, 224], [187, 165, 219, 197], [161, 29, 193, 61], [91, 55, 123, 87], [87, 109, 119, 141], [130, 135, 162, 167], [22, 24, 54, 56]]"
624.tif,"[[10, 20, 42, 52], [71, 31, 103, 63], [80, 5, 112, 37], [134, 18, 166, 50], [182, 48, 214, 80], [131, 60, 163, 92], [196, 102, 228, 134], [19, 99, 51, 131], [92, 130, 124, 162], [158, 154, 190, 186], [-13, 204, 19, 236]]"
625.tif,"[[47, -3, 79, 29], [29, 49, 61, 81], [89, 60, 121, 92], [99, 34, 131, 66], [153, 48, 185, 80], [201, 77, 233, 109], [150, 90, 182, 122], [37, 129, 69, 161], [111, 160, 143, 192], [177, 184, 209, 216]]"
626.tif,"[[104, 175, 136, 207], [165, 148, 197, 180], [140, 12, 172, 44], [70, 38, 102, 70], [65, 92, 97, 124], [108, 118, 140, 150], [0, 7, 32, 39]]"
627.tif,"[[169, 111, 201, 143], [130, 27, 162, 59], [173, 53, 205, 85], [22, 27, 54, 59]]"
628.tif,"[[122, 201, 154, 233], [88, -14, 120, 18], [148, -3, 180, 29], [96, 65, 128, 97], [170, 96, 202, 128], [26, 91, 58, 123], [22, 144, 54, 176], [65, 170, 97, 202], [-12, -15, 20, 17]]"
629.tif,"[[164, 52, 196, 84], [98, 116, 130, 148]]"
630.tif,"[[130, -7, 162, 25], [108, 43, 140, 75], [110, 105, 142, 137], [139, 159, 171, 191]]"
631.tif,"[[97, 14, 129, 46], [125, 68, 157, 100], [203, -10, 235, 22], [166, 122, 198, 154], [140, 152, 172, 184], [32, 129, 64, 161], [31, 186, 63, 218], [103, 206, 135, 238]]"
632.tif,"[[190, 66, 222, 98], [25, 3, 57, 35], [3, 52, 35, 84], [5, 114, 37, 146], [34, 168, 66, 200], [111, 91, 143, 123], [133, 169, 165, 201], [184, 139, 216, 171]]"
633.tif,"[[181, 100, 213, 132], [37, -14, 69, 18], [17, 37, 49, 69], [-6, 87, 26, 119], [-3, 149, 29, 181], [26, 203, 58, 235], [103, 126, 135, 158], [125, 204, 157, 236], [176, 174, 208, 206]]"
634.tif,"[[56, -5, 88, 27], [84, 49, 116, 81], [184, 49, 216, 81], [125, 104, 157, 136], [176, 154, 208, 186], [99, 133, 131, 165], [-9, 111, 23, 143], [-10, 167, 22, 199], [63, 187, 95, 219]]"
635.tif,"[[74, -12, 106, 20], [173, -12, 205, 20], [114, 43, 146, 75], [165, 93, 197, 125], [89, 72, 121, 104], [202, 192, 234, 224], [122, 154, 154, 186], [52, 126, 84, 158], [22, 196, 54, 228]]"
636.tif,"[[-8, 8, 24, 40], [36, 2, 68, 34], [93, -8, 125, 24], [180, -7, 212, 25], [133, 77, 165, 109], [102, 159, 134, 191], [161, 72, 193, 104], [7, 99, 39, 131], [-10, 187, 22, 219]]"
637.tif,"[[172, 97, 204, 129], [7, 34, 39, 66], [-15, 83, 17, 115], [-13, 145, 19, 177], [16, 199, 48, 231], [93, 122, 125, 154], [115, 200, 147, 232], [166, 170, 198, 202]]"
638.tif,"[[188, 8, 220, 40], [205, 73, 237, 105], [76, 36, 108, 68], [15, 72, 47, 104], [167, 152, 199, 184], [45, 154, 77, 186], [8, 201, 40, 233]]"
639.tif,"[[3, 82, 35, 114], [81, 5, 113, 37], [103, 83, 135, 115], [44, 137, 76, 169], [153, 53, 185, 85], [200, 121, 232, 153], [139, 157, 171, 189], [95, 188, 127, 220], [18, 166, 50, 198]]"
640.tif,"[[16, 8, 48, 40], [173, -8, 205, 24], [112, 28, 144, 60], [67, 58, 99, 90], [-9, 37, 23, 69], [141, 110, 173, 142], [104, 157, 136, 189], [180, 168, 212, 200], [88, 202, 120, 234], [-6, 182, 26, 214], [24, 119, 56, 151]]"
641.tif,"[[118, 5, 150, 37], [147, 59, 179, 91], [187, 114, 219, 146], [161, 144, 193, 176], [53, 121, 85, 153], [52, 178, 84, 210], [125, 198, 157, 230]]"
642.tif,"[[184, 96, 216, 128], [112, 63, 144, 95], [77, 56, 109, 88], [15, 49, 47, 81], [95, 163, 127, 195], [152, 204, 184, 236]]"
643.tif,"[[199, -13, 231, 19], [175, 79, 207, 111], [113, 72, 145, 104], [70, -7, 102, 25], [-12, 53, 20, 85], [73, 144, 105, 176], [192, 186, 224, 218], [53, 202, 85, 234]]"
644.tif,"[[183, 50, 215, 82], [194, 148, 226, 180], [159, 141, 191, 173], [97, 135, 129, 167], [54, 55, 86, 87], [57, 206, 89, 238]]"
645.tif,"[[75, 15, 107, 47], [164, 89, 196, 121], [203, 96, 235, 128], [176, 187, 208, 219], [141, 180, 173, 212], [78, 174, 110, 206], [36, 94, 68, 126]]"
646.tif,"[[67, 12, 99, 44], [22, 43, 54, 75], [97, 94, 129, 126], [59, 141, 91, 173], [97, 195, 129, 227], [135, 152, 167, 184], [44, 186, 76, 218]]"
647.tif,"[[29, 13, 61, 45], [185, -4, 217, 28], [124, 33, 156, 65], [80, 63, 112, 95], [3, 42, 35, 74], [154, 115, 186, 147], [117, 161, 149, 193], [193, 173, 225, 205], [101, 207, 133, 239], [6, 187, 38, 219], [36, 124, 68, 156]]"
648.tif,"[[23, 7, 55, 39], [61, 61, 93, 93], [99, 18, 131, 50], [184, 109, 216, 141], [164, 167, 196, 199], [33, 134, 65, 166], [20, 191, 52, 223], [7, 52, 39, 84]]"
649.tif,"[[148, 3, 180, 35], [152, 161, 184, 193], [110, 82, 142, 114], [-12, 83, 20, 115], [-11, 184, 21, 216], [27, 141, 59, 173]]"
650.tif,"[[191, 14, 223, 46], [156, 7, 188, 39], [94, 0, 126, 32], [54, 72, 86, 104], [173, 114, 205, 146], [34, 130, 66, 162], [33, 172, 65, 204], [136, 180, 168, 212], [199, 197, 231, 229]]"
651.tif,"[[188, 10, 220, 42], [153, 3, 185, 35], [91, -4, 123, 28], [51, 68, 83, 100], [170, 110, 202, 142], [31, 126, 63, 158], [30, 168, 62, 200], [133, 176, 165, 208], [196, 193, 228, 225]]"
652.tif,"[[205, 48, 237, 80], [148, 22, 180, 54], [44, 40, 76, 72], [105, 134, 137, 166], [137, 143, 169, 175], [11, 148, 43, 180]]"
653.tif,"[[117, 20, 149, 52], [116, 62, 148, 94], [-14, -13, 18, 19], [195, 164, 227, 196], [150, 136, 182, 168], [35, 111, 67, 143], [49, 163, 81, 195]]"
654.tif,"[[180, 3, 212, 35], [160, 62, 192, 94], [159, 103, 191, 135], [29, 29, 61, 61], [16, 85, 48, 117], [193, 177, 225, 209], [78, 152, 110, 184], [92, 204, 124, 236], [7, 203, 39, 235]]"
655.tif,"[[162, 30, 194, 62], [200, 84, 232, 116], [173, 157, 205, 189], [109, 184, 141, 216], [146, 75, 178, 107], [19, 145, 51, 177], [43, 85, 75, 117], [51, 55, 83, 87], [81, -8, 113, 24]]"
656.tif,"[[92, 18, 124, 50], [154, 85, 186, 117], [168, 137, 200, 169], [163, 200, 195, 232], [69, 202, 101, 234], [83, 137, 115, 169], [19, 84, 51, 116], [41, -11, 73, 21]]"
657.tif,"[[173, 9, 205, 41], [79, 34, 111, 66], [142, 51, 174, 83], [110, 161, 142, 193], [54, 128, 86, 160], [9, 100, 41, 132]]"
658.tif,"[[87, 3, 119, 35], [150, 20, 182, 52], [119, 130, 151, 162], [63, 97, 95, 129], [18, 69, 50, 101], [88, 205, 120, 237]]"
659.tif,"[[185, 15, 217, 47], [194, 94, 226, 126], [123, 120, 155, 152], [119, 173, 151, 205], [162, 199, 194, 231], [85, 14, 117, 46], [54, 88, 86, 120], [-10, 97, 22, 129], [11, 173, 43, 205]]"
660.tif,"[[203, 58, 235, 90], [186, 110, 218, 142], [194, 190, 226, 222], [117, 0, 149, 32], [86, 109, 118, 141], [29, 76, 61, 108], [55, 184, 87, 216], [-9, 193, 23, 225]]"
661.tif,"[[145, -4, 177, 28], [202, 37, 234, 69], [5, 12, 37, 44], [4, 54, 36, 86], [108, 62, 140, 94], [171, 79, 203, 111], [140, 189, 172, 221], [83, 156, 115, 188], [38, 128, 70, 160]]"
662.tif,"[[147, 13, 179, 45], [127, 71, 159, 103], [126, 113, 158, 145], [-4, 38, 28, 70], [160, 187, 192, 219], [45, 161, 77, 193]]"
663.tif,"[[126, 27, 158, 59], [121, 90, 153, 122], [90, 118, 122, 150], [191, 84, 223, 116], [204, 175, 236, 207], [156, 178, 188, 210], [117, 139, 149, 171], [27, 93, 59, 125], [40, 27, 72, 59]]"
664.tif,"[[182, 56, 214, 88], [67, 31, 99, 63], [81, 83, 113, 115], [76, 146, 108, 178], [45, 174, 77, 206], [147, 139, 179, 171], [188, 200, 220, 232], [72, 195, 104, 227], [-5, 82, 27, 114]]"
665.tif,"[[197, 32, 229, 64], [193, 95, 225, 127], [161, 123, 193, 155], [188, 144, 220, 176], [54, 208, 86, 240], [55, 138, 87, 170], [98, 98, 130, 130], [112, 32, 144, 64], [-10, 15, 22, 47], [5, 200, 37, 232]]"
666.tif,"[[58, 31, 90, 63], [27, 59, 59, 91], [128, 25, 160, 57], [169, 86, 201, 118], [190, 162, 222, 194], [141, 116, 173, 148], [93, 119, 125, 151], [53, 80, 85, 112]]"
667.tif,"[[203, 97, 235, 129], [141, 202, 173, 234], [134, -14, 166, 18], [103, 96, 135, 128], [47, 63, 79, 95], [2, 35, 34, 67], [72, 170, 104, 202], [8, 179, 40, 211]]"
668.tif,"[[202, 61, 234, 93], [157, 33, 189, 65], [42, 8, 74, 40], [56, 60, 88, 92], [52, 123, 84, 155], [21, 151, 53, 183], [122, 116, 154, 148], [164, 177, 196, 209], [135, 207, 167, 239], [47, 171, 79, 203]]"
669.tif,"[[123, 38, 155, 70], [74, -8, 106, 24], [26, -5, 58, 27], [55, 113, 87, 145], [4, 120, 36, 152], [2, 167, 34, 199], [41, 191, 73, 223]]"
670.tif,"[[92, 5, 124, 37], [61, 33, 93, 65], [162, -1, 194, 31], [203, 60, 235, 92], [175, 90, 207, 122], [127, 93, 159, 125], [87, 54, 119, 86], [42, 201, 74, 233], [-2, 8, 30, 40]]"
671.tif,"[[55, 33, 87, 65], [24, 61, 56, 93], [125, 27, 157, 59], [166, 88, 198, 120], [187, 164, 219, 196], [138, 118, 170, 150], [90, 121, 122, 153], [50, 82, 82, 114]]"
672.tif,"[[150, 10, 182, 42], [119, 38, 151, 70], [185, 97, 217, 129], [146, 58, 178, 90], [101, 205, 133, 237], [21, 205, 53, 237], [42, 162, 74, 194], [12, 122, 44, 154], [13, 52, 45, 84], [56, 12, 88, 44]]"
673.tif,"[[168, 192, 200, 224], [90, 153, 122, 185], [26, 45, 58, 77], [13, 123, 45, 155]]"
674.tif,"[[109, 49, 141, 81], [60, 2, 92, 34], [12, 6, 44, 38], [41, 123, 73, 155], [-11, 131, 21, 163], [-12, 177, 20, 209], [27, 201, 59, 233]]"
675.tif,"[[44, -14, 76, 18], [187, 12, 219, 44], [207, 88, 239, 120], [158, 42, 190, 74], [110, 46, 142, 78], [70, 7, 102, 39], [139, 163, 171, 195], [88, 170, 120, 202], [28, 206, 60, 238], [25, 154, 57, 186], [-11, 187, 21, 219]]"
676.tif,"[[149, 83, 181, 115], [98, 90, 130, 122], [97, 137, 129, 169], [136, 161, 168, 193], [39, 125, 71, 157], [36, 73, 68, 105], [-1, 106, 31, 138]]"
677.tif,"[[197, 29, 229, 61], [99, -14, 131, 18], [128, 104, 160, 136], [77, 111, 109, 143], [75, 158, 107, 190], [114, 182, 146, 214], [18, 147, 50, 179], [15, 94, 47, 126]]"
678.tif,"[[205, -13, 237, 19], [203, 34, 235, 66], [146, 23, 178, 55], [106, 3, 138, 35], [-2, 59, 30, 91], [-15, 109, 17, 141], [54, 104, 86, 136], [60, 133, 92, 165], [37, 159, 69, 191]]"
679.tif,"[[72, -11, 104, 21], [186, 46, 218, 78], [138, 49, 170, 81], [99, 10, 131, 42], [167, 167, 199, 199], [116, 174, 148, 206], [54, 157, 86, 189], [17, 190, 49, 222], [-6, 114, 26, 146]]"
680.tif,"[[204, 147, 236, 179], [203, 194, 235, 226], [145, 183, 177, 215], [142, 131, 174, 163], [105, 164, 137, 196], [62, 130, 94, 162], [83, 87, 115, 119], [53, 47, 85, 79], [24, 95, 56, 127], [4, 39, 36, 71]]"
681.tif,"[[173, 170, 205, 202], [193, 128, 225, 160], [164, 88, 196, 120], [164, 18, 196, 50], [134, 135, 166, 167], [115, 79, 147, 111], [80, 40, 112, 72], [41, -8, 73, 24], [-10, 30, 22, 62], [4, 78, 36, 110], [79, 204, 111, 236]]"
682.tif,"[[152, 105, 184, 137], [149, 52, 181, 84], [113, 85, 145, 117], [69, 52, 101, 84], [90, 9, 122, 41], [31, 16, 63, 48], [4, 141, 36, 173], [-8, 191, 24, 223], [60, 186, 92, 218]]"
683.tif,"[[208, 198, 240, 230], [128, 197, 160, 229], [148, 154, 180, 186], [119, 114, 151, 146], [120, 45, 152, 77], [163, 4, 195, 36], [49, -5, 81, 27], [89, 162, 121, 194], [70, 106, 102, 138], [35, 67, 67, 99], [-4, 19, 28, 51]]"
684.tif,"[[163, 182, 195, 214], [184, 139, 216, 171], [154, 99, 186, 131], [155, 29, 187, 61], [198, -11, 230, 21], [125, 146, 157, 178], [105, 91, 137, 123], [71, 51, 103, 83], [32, 3, 64, 35], [-5, 90, 27, 122]]"
685.tif,"[[151, -14, 183, 18], [191, 196, 223, 228], [128, 170, 160, 202], [141, 104, 173, 136], [78, 52, 110, 84], [14, 161, 46, 193], [19, 88, 51, 120], [-6, 50, 26, 82], [-10, -6, 22, 26]]"
686.tif,"[[161, -9, 193, 23], [148, 48, 180, 80], [139, 166, 171, 198], [75, 113, 107, 145], [97, 18, 129, 50], [17, 149, 49, 181], [-8, 111, 24, 143], [-12, 56, 20, 88]]"
687.tif,"[[184, 188, 216, 220], [177, 29, 209, 61], [113, 139, 145, 171], [119, 66, 151, 98], [61, 162, 93, 194], [94, 27, 126, 59], [25, 96, 57, 128], [10, 201, 42, 233]]"
688.tif,"[[160, 27, 192, 59], [148, 83, 180, 115], [138, 202, 170, 234], [74, 149, 106, 181], [97, 54, 129, 86], [16, 185, 48, 217], [-9, 147, 23, 179], [-13, 92, 19, 124], [7, 15, 39, 47]]"
689.tif,"[[114, -11, 146, 21], [77, 36, 109, 68], [114, 89, 146, 121], [153, 47, 185, 79], [87, 163, 119, 195], [23, 190, 55, 222], [61, 81, 93, 113], [-4, -2, 28, 30]]"
690.tif,"[[124, 184, 156, 216], [124, 115, 156, 147], [168, 74, 200, 106], [181, 8, 213, 40], [54, 65, 86, 97], [59, -8, 91, 24], [75, 176, 107, 208], [40, 137, 72, 169], [1, 89, 33, 121]]"
691.tif,"[[203, 206, 235, 238], [153, 87, 185, 119], [175, -8, 207, 24], [89, 197, 121, 229], [94, 123, 126, 155], [70, 85, 102, 117], [66, 30, 98, 62], [5, 3, 37, 35], [1, 153, 33, 185]]"
692.tif,"[[169, 189, 201, 221], [166, 137, 198, 169], [129, 170, 161, 202], [86, 137, 118, 169], [106, 94, 138, 126], [77, 54, 109, 86], [47, 101, 79, 133], [28, 46, 60, 78], [-7, 6, 25, 38], [-8, 170, 24, 202]]"
693.tif,"[[202, 138, 234, 170], [193, 55, 225, 87], [193, -15, 225, 17], [163, 102, 195, 134], [144, 47, 176, 79], [109, 8, 141, 40], [19, -2, 51, 30], [33, 46, 65, 78], [-2, 155, 30, 187], [108, 172, 140, 204]]"
694.tif,"[[176, 189, 208, 221], [133, 155, 165, 187], [154, 113, 186, 145], [124, 73, 156, 105], [125, 3, 157, 35], [94, 120, 126, 152], [75, 64, 107, 96], [41, 25, 73, 57], [39, 189, 71, 221]]"
695.tif,"[[150, 186, 182, 218], [170, 143, 202, 175], [141, 103, 173, 135], [141, 33, 173, 65], [185, -7, 217, 25], [111, 150, 143, 182], [92, 95, 124, 127], [57, 55, 89, 87], [18, 7, 50, 39]]"
696.tif,"[[175, 141, 207, 173], [197, 46, 229, 78], [117, 177, 149, 209], [92, 139, 124, 171], [88, 84, 120, 116], [108, 7, 140, 39], [39, -3, 71, 29], [28, 57, 60, 89], [23, 207, 55, 239]]"
697.tif,"[[206, 134, 238, 166], [147, 170, 179, 202], [123, 132, 155, 164], [119, 76, 151, 108], [138, 0, 170, 32], [70, -10, 102, 22], [58, 49, 90, 81], [54, 200, 86, 232]]"
698.tif,"[[192, -3, 224, 29], [155, 44, 187, 76], [192, 98, 224, 130], [165, 171, 197, 203], [101, 198, 133, 230], [139, 89, 171, 121], [11, 159, 43, 191], [35, 99, 67, 131], [44, 70, 76, 102], [74, 6, 106, 38]]"
699.tif,"[[142, 12, 174, 44], [179, 66, 211, 98], [152, 139, 184, 171], [139, 196, 171, 228], [88, 166, 120, 198], [126, 57, 158, 89], [-1, 127, 31, 159], [23, 67, 55, 99], [31, 37, 63, 69]]"
700.tif,"[[163, -9, 195, 23], [119, 22, 151, 54], [42, 0, 74, 32], [193, 73, 225, 105], [156, 120, 188, 152], [193, 174, 225, 206], [140, 165, 172, 197], [37, 176, 69, 208], [45, 146, 77, 178], [75, 82, 107, 114], [5, 55, 37, 87]]"
701.tif,"[[125, 20, 157, 52], [88, 67, 120, 99], [125, 121, 157, 153], [164, 78, 196, 110], [98, 194, 130, 226], [72, 112, 104, 144], [7, 29, 39, 61]]"
702.tif,"[[112, 30, 144, 62], [140, 84, 172, 116], [181, 139, 213, 171], [155, 168, 187, 200], [47, 146, 79, 178], [46, 202, 78, 234]]"
703.tif,"[[136, -12, 168, 20], [135, 45, 167, 77], [207, 65, 239, 97], [77, 83, 109, 115], [177, 135, 209, 167], [157, 192, 189, 224]]"
704.tif,"[[196, 29, 228, 61], [190, 204, 222, 236], [199, 174, 231, 206], [88, 6, 120, 38], [86, 63, 118, 95], [159, 83, 191, 115], [29, 101, 61, 133], [129, 153, 161, 185]]"
705.tif,"[[168, 85, 200, 117], [167, 142, 199, 174], [110, 179, 142, 211]]"
706.tif,"[[123, 23, 155, 55], [205, 49, 237, 81], [194, 108, 226, 140], [103, 175, 135, 207], [-15, 156, 17, 188]]"
707.tif,"[[194, 6, 226, 38], [168, 35, 200, 67], [171, 181, 203, 213], [201, 117, 233, 149], [60, 13, 92, 45], [59, 70, 91, 102], [132, 90, 164, 122], [2, 107, 34, 139], [101, 159, 133, 191]]"
708.tif,"[[201, 153, 233, 185], [64, -10, 96, 22], [51, 116, 83, 148], [163, 42, 195, 74], [144, 99, 176, 131], [132, 143, 164, 175], [121, 202, 153, 234]]"
709.tif,"[[112, 174, 144, 206], [131, 97, 163, 129], [155, 38, 187, 70], [164, 8, 196, 40], [93, -14, 125, 18], [74, 43, 106, 75], [63, 88, 95, 120], [51, 147, 83, 179]]"
710.tif,"[[192, 147, 224, 179], [134, 184, 166, 216], [109, 145, 141, 177], [105, 90, 137, 122], [125, 14, 157, 46], [57, 4, 89, 36], [45, 63, 77, 95]]"
711.tif,"[[92, 9, 124, 41], [61, 71, 93, 103], [178, 94, 210, 126], [163, 199, 195, 231], [100, 99, 132, 131], [73, 119, 105, 151]]"
712.tif,"[[99, 32, 131, 64], [201, 160, 233, 192], [138, 60, 170, 92], [111, 80, 143, 112], [5, 75, 37, 107], [22, 140, 54, 172]]"
713.tif,"[[181, 165, 213, 197], [186, 91, 218, 123], [128, 188, 160, 220], [161, 53, 193, 85], [157, -2, 189, 30], [6, 37, 38, 69], [92, 121, 124, 153], [13, 127, 45, 159], [-13, 146, 19, 178]]"
714.tif,"[[119, 18, 151, 50], [133, 66, 165, 98], [12, 159, 44, 191], [98, 175, 130, 207], [208, 192, 240, 224]]"
715.tif,"[[107, -8, 139, 24], [146, 20, 178, 52], [119, 40, 151, 72], [13, 36, 45, 68], [30, 101, 62, 133], [53, 179, 85, 211]]"
716.tif,"[[193, 1, 225, 33], [166, 20, 198, 52], [60, 16, 92, 48], [77, 81, 109, 113], [99, 159, 131, 191], [6, 181, 38, 213]]"
717.tif,"[[170, 64, 202, 96], [184, 112, 216, 144], [-9, 45, 23, 77], [13, 123, 45, 155], [62, 205, 94, 237]]"
718.tif,"[[153, 14, 185, 46], [145, 138, 177, 170], [162, 203, 194, 235]]"
719.tif,"[[141, 31, 173, 63], [110, 93, 142, 125], [149, 122, 181, 154], [122, 141, 154, 173], [24, 13, 56, 45], [16, 137, 48, 169], [33, 202, 65, 234]]"
720.tif,"[[83, 26, 115, 58], [201, 48, 233, 80], [186, 154, 218, 186], [122, 54, 154, 86], [96, 74, 128, 106], [200, 202, 232, 234], [-11, 70, 21, 102], [7, 135, 39, 167]]"
721.tif,"[[112, -2, 144, 30], [135, 76, 167, 108], [184, 159, 216, 191], [41, 98, 73, 130], [18, 163, 50, 195]]"
722.tif,"[[114, 16, 146, 48], [201, 31, 233, 63], [205, 126, 237, 158], [185, 79, 217, 111], [134, 113, 166, 145], [88, 151, 120, 183]]"
723.tif,"[[91, 25, 123, 57], [177, 41, 209, 73], [200, 187, 232, 219], [182, 135, 214, 167], [161, 88, 193, 120], [110, 122, 142, 154], [65, 160, 97, 192]]"
724.tif,"[[105, 5, 137, 37], [70, 113, 102, 145], [179, 130, 211, 162], [111, 169, 143, 201], [208, 185, 240, 217], [170, 196, 202, 228], [74, 208, 106, 240], [53, 161, 85, 193], [3, 194, 35, 226]]"
725.tif,"[[196, 53, 228, 85], [157, 17, 189, 49], [-8, 70, 24, 102], [102, 87, 134, 119], [34, 126, 66, 158], [131, 142, 163, 174], [92, 152, 124, 184], [118, 192, 150, 224], [186, 187, 218, 219], [-3, 165, 29, 197]]"
