fn,bbox
161.tif,"[[187, -11, 219, 21], [85, 90, 117, 122], [57, 122, 89, 154], [61, 177, 93, 209]]"
162.tif,"[[151, 26, 183, 58], [-4, 20, 28, 52], [49, 127, 81, 159], [20, 159, 52, 191]]"
163.tif,"[[90, 16, 122, 48], [156, 33, 188, 65], [180, 173, 212, 205], [85, 144, 117, 176], [11, 190, 43, 222], [0, 85, 32, 117], [33, 44, 65, 76]]"
164.tif,"[[130, 18, 162, 50], [181, 50, 213, 82], [135, 164, 167, 196], [181, 204, 213, 236], [15, 201, 47, 233]]"
165.tif,"[[125, 47, 157, 79], [190, 65, 222, 97], [120, 175, 152, 207], [34, 117, 66, 149], [67, 76, 99, 108]]"
166.tif,"[[147, -10, 179, 22], [157, 75, 189, 107], [151, 203, 183, 235], [66, 144, 98, 176], [99, 103, 131, 135], [4, 194, 36, 226]]"
167.tif,"[[155, -13, 187, 19], [146, 118, 178, 150], [105, 72, 137, 104], [55, 69, 87, 101], [46, 114, 78, 146]]"
168.tif,"[[141, -8, 173, 24], [166, 94, 198, 126], [157, 139, 189, 171], [85, 183, 117, 215], [70, 131, 102, 163], [73, 77, 105, 109]]"
169.tif,"[[144, 9, 176, 41], [163, 110, 195, 142], [83, 170, 115, 202], [71, 53, 103, 85], [56, 1, 88, 33]]"
170.tif,"[[203, 75, 235, 107], [110, 56, 142, 88], [155, 188, 187, 220], [70, 10, 102, 42], [19, 7, 51, 39], [10, 52, 42, 84], [29, 153, 61, 185]]"
171.tif,"[[153, 110, 185, 142], [41, 43, 73, 75]]"
172.tif,"[[194, 83, 226, 115], [83, 16, 115, 48]]"
173.tif,"[[149, -11, 181, 21], [173, 91, 205, 123], [164, 136, 196, 168], [92, 179, 124, 211], [77, 127, 109, 159], [80, 73, 112, 105]]"
174.tif,"[[193, 24, 225, 56], [132, 185, 164, 217], [120, 68, 152, 100], [105, 16, 137, 48]]"
175.tif,"[[156, -1, 188, 31], [180, 55, 212, 87], [205, 157, 237, 189], [196, 201, 228, 233], [109, 193, 141, 225], [112, 139, 144, 171]]"
176.tif,"[[70, -14, 102, 18], [121, 18, 153, 50], [154, 64, 186, 96], [75, 132, 107, 164], [121, 172, 153, 204]]"
177.tif,"[[159, 55, 191, 87], [84, 102, 116, 134], [73, -3, 105, 29], [12, 47, 44, 79], [136, 134, 168, 166], [168, 179, 200, 211]]"
178.tif,"[[73, 9, 105, 41], [45, 42, 77, 74], [49, 97, 81, 129], [70, 159, 102, 191]]"
179.tif,"[[8, 61, 40, 93], [98, 21, 130, 53], [119, 83, 151, 115], [170, 155, 202, 187]]"
180.tif,"[[123, 52, 155, 84], [198, 108, 230, 140]]"
181.tif,"[[128, 105, 160, 137], [-6, 104, 26, 136], [199, 1, 231, 33], [205, 142, 237, 174], [49, 133, 81, 165], [77, 190, 109, 222]]"
182.tif,"[[155, 49, 187, 81], [201, 90, 233, 122], [146, 158, 178, 190], [81, 198, 113, 230], [34, 148, 66, 180], [35, 87, 67, 119]]"
183.tif,"[[133, 25, 165, 57], [179, 65, 211, 97], [194, 128, 226, 160], [125, 133, 157, 165], [134, 204, 166, 236], [60, 174, 92, 206], [13, 123, 45, 155], [13, 63, 45, 95]]"
184.tif,"[[182, 45, 214, 77], [208, 71, 240, 103], [112, 51, 144, 83], [121, 121, 153, 153], [78, 130, 110, 162], [47, 91, 79, 123], [197, 179, 229, 211], [0, 41, 32, 73], [6, 186, 38, 218]]"
185.tif,"[[88, 46, 120, 78], [114, 72, 146, 104], [137, 128, 169, 160], [18, 52, 50, 84], [27, 122, 59, 154], [103, 180, 135, 212], [192, 157, 224, 189]]"
186.tif,"[[114, 34, 146, 66], [5, 27, 37, 59], [81, 85, 113, 117], [170, 63, 202, 95], [198, 119, 230, 151], [114, 157, 146, 189], [51, 191, 83, 223], [0, 124, 32, 156]]"
187.tif,"[[109, 15, 141, 47], [123, 77, 155, 109], [150, 103, 182, 135], [172, 160, 204, 192], [54, 83, 86, 115], [63, 153, 95, 185], [20, 162, 52, 194], [-11, 123, 21, 155]]"
188.tif,"[[105, 9, 137, 41], [63, 18, 95, 50], [181, 67, 213, 99], [151, 173, 183, 205], [100, 106, 132, 138], [-9, 74, 23, 106]]"
189.tif,"[[191, 34, 223, 66], [121, 40, 153, 72], [130, 110, 162, 142], [88, 119, 120, 151], [56, 80, 88, 112], [206, 168, 238, 200], [125, 207, 157, 239], [9, 30, 41, 62], [16, 174, 48, 206]]"
190.tif,"[[175, 118, 207, 150], [144, 79, 176, 111], [96, 28, 128, 60], [103, 173, 135, 205], [9, 189, 41, 221], [-15, 155, 17, 187], [9, 137, 41, 169], [-14, 96, 18, 128]]"
191.tif,"[[102, 27, 134, 59], [59, 37, 91, 69], [28, -2, 60, 30], [177, 85, 209, 117], [147, 192, 179, 224], [96, 125, 128, 157], [-13, 92, 19, 124]]"
192.tif,"[[42, -4, 74, 28], [45, 156, 77, 188], [117, 52, 149, 84], [123, 193, 155, 225]]"
193.tif,"[[30, 143, 62, 175], [102, 38, 134, 70], [108, 179, 140, 211]]"
194.tif,"[[192, -6, 224, 26], [195, 154, 227, 186], [-2, 8, 30, 40], [13, 70, 45, 102], [39, 96, 71, 128], [61, 153, 93, 185], [27, 204, 59, 236], [117, 182, 149, 214]]"
195.tif,"[[62, 93, 94, 125], [133, -12, 165, 20], [139, 129, 171, 161], [11, 177, 43, 209]]"
196.tif,"[[34, 40, 66, 72], [111, 76, 143, 108], [61, 161, 93, 193], [5, 204, 37, 236]]"
197.tif,"[[116, 14, 148, 46], [61, 56, 93, 88], [188, 113, 220, 145], [127, 87, 159, 119], [75, 97, 107, 129], [-14, 77, 18, 109]]"
198.tif,"[[159, 16, 191, 48], [191, 79, 223, 111], [174, 183, 206, 215], [75, 193, 107, 225], [46, 114, 78, 146], [97, 50, 129, 82], [-10, 95, 22, 127]]"
199.tif,"[[70, 0, 102, 32], [20, 85, 52, 117], [92, 184, 124, 216], [31, 158, 63, 190]]"
200.tif,"[[136, 14, 168, 46], [8, 62, 40, 94], [85, 100, 117, 132], [30, 142, 62, 174], [158, 199, 190, 231], [97, 173, 129, 205], [45, 182, 77, 214]]"
201.tif,"[[-8, 16, 24, 48], [81, -6, 113, 26], [109, 50, 141, 82], [187, 88, 219, 120], [131, 130, 163, 162], [25, 88, 57, 120], [198, 161, 230, 193], [146, 170, 178, 202], [57, 151, 89, 183]]"
202.tif,"[[56, -9, 88, 23], [84, 47, 116, 79], [161, 85, 193, 117], [106, 127, 138, 159], [0, 85, 32, 117], [173, 158, 205, 190], [121, 168, 153, 200], [32, 148, 64, 180]]"
203.tif,"[[20, 67, 52, 99], [2, 133, 34, 165]]"
204.tif,"[[186, 67, 218, 99], [168, 132, 200, 164], [123, 177, 155, 209], [87, 76, 119, 108], [58, -3, 90, 29], [-15, 102, 17, 134]]"
205.tif,"[[164, 117, 196, 149], [144, 203, 176, 235], [128, 16, 160, 48], [26, 41, 58, 73], [10, 72, 42, 104]]"
206.tif,"[[18, 32, 50, 64]]"
207.tif,"[[128, 150, 160, 182], [99, 71, 131, 103], [149, 7, 181, 39], [43, 52, 75, 84], [26, 176, 58, 208], [10, 207, 42, 239]]"
208.tif,"[[168, 171, 200, 203], [139, 92, 171, 124], [190, 28, 222, 60], [83, 73, 115, 105], [66, 197, 98, 229], [-1, 22, 31, 54]]"
209.tif,"[[129, 180, 161, 212], [179, 117, 211, 149], [73, 161, 105, 193], [128, 50, 160, 82], [19, 17, 51, 49], [-11, 110, 21, 142]]"
210.tif,"[[170, 43, 202, 75], [154, 166, 186, 198], [138, 197, 170, 229], [87, -9, 119, 23], [-1, 28, 31, 60]]"
211.tif,"[[183, 145, 215, 177], [154, 66, 186, 98], [204, 2, 236, 34], [98, 47, 130, 79], [81, 170, 113, 202], [65, 202, 97, 234], [14, -4, 46, 28]]"
212.tif,"[[185, 28, 217, 60], [129, 9, 161, 41], [112, 133, 144, 165], [97, 164, 129, 196]]"
213.tif,"[[163, 2, 195, 34], [189, 28, 221, 60], [93, 8, 125, 40], [102, 78, 134, 110], [59, 87, 91, 119], [28, 48, 60, 80], [178, 136, 210, 168], [97, 175, 129, 207], [-13, 142, 19, 174]]"
214.tif,"[[170, 54, 202, 86], [162, 163, 194, 195], [97, 203, 129, 235], [49, 153, 81, 185], [-3, 46, 29, 78], [50, 92, 82, 124]]"
215.tif,"[[137, 39, 169, 71], [95, 48, 127, 80], [63, 9, 95, 41], [183, 203, 215, 235], [132, 136, 164, 168], [23, 103, 55, 135], [-7, 196, 25, 228]]"
216.tif,"[[176, 172, 208, 204], [122, 28, 154, 60], [92, 121, 124, 153], [4, 158, 36, 190], [28, 44, 60, 76], [4, 10, 36, 42], [28, -8, 60, 24]]"
217.tif,"[[200, 154, 232, 186], [184, 185, 216, 217], [45, 16, 77, 48]]"
218.tif,"[[154, 136, 186, 168], [177, 23, 209, 55], [154, -12, 186, 20], [52, 14, 84, 46]]"
219.tif,"[[175, 204, 207, 236], [198, 91, 230, 123], [175, 56, 207, 88], [199, 39, 231, 71], [176, -3, 208, 29], [140, 11, 172, 43], [73, 82, 105, 114], [-1, 29, 31, 61]]"
220.tif,"[[202, -12, 234, 20], [161, 83, 193, 115], [131, 176, 163, 208], [67, 99, 99, 131], [43, 65, 75, 97], [67, 47, 99, 79], [44, 6, 76, 38], [8, 20, 40, 52]]"
221.tif,"[[185, 194, 217, 226], [161, 153, 193, 185], [126, 167, 158, 199], [-15, 185, 17, 217], [82, 119, 114, 151], [137, 106, 169, 138], [100, 60, 132, 92], [178, 35, 210, 67], [21, 74, 53, 106]]"
222.tif,"[[178, 80, 210, 112], [67, 206, 99, 238], [91, 189, 123, 221], [67, 147, 99, 179], [32, 161, 64, 193], [-12, 113, 20, 145], [43, 101, 75, 133], [6, 55, 38, 87], [84, 30, 116, 62], [179, 19, 211, 51]]"
223.tif,"[[205, 92, 237, 124], [118, 129, 150, 161], [141, 16, 173, 48], [16, 7, 48, 39]]"
224.tif,"[[130, 175, 162, 207], [157, 127, 189, 159], [192, 17, 224, 49], [89, 62, 121, 94], [54, 37, 86, 69]]"
225.tif,"[[188, -9, 220, 23], [121, 62, 153, 94], [21, 57, 53, 89], [47, 9, 79, 41]]"
226.tif,"[[207, 187, 239, 219], [67, 205, 99, 237], [164, 139, 196, 171], [182, 81, 214, 113], [29, 31, 61, 63], [102, 94, 134, 126], [-1, 139, 31, 171]]"
227.tif,"[[186, 176, 218, 208], [150, 191, 182, 223], [9, 208, 41, 240], [106, 142, 138, 174], [161, 130, 193, 162], [124, 84, 156, 116], [202, 59, 234, 91], [181, 7, 213, 39], [45, 98, 77, 130]]"
228.tif,"[[124, 202, 156, 234], [101, 167, 133, 199], [125, 150, 157, 182], [102, 108, 134, 140], [66, 122, 98, 154], [-1, 193, 31, 225], [22, 74, 54, 106], [78, 62, 110, 94], [41, 16, 73, 48], [118, -9, 150, 23]]"
229.tif,"[[188, 177, 220, 209], [157, 138, 189, 170], [110, 88, 142, 120], [23, 197, 55, 229], [-1, 156, 31, 188], [16, 38, 48, 70], [-6, -14, 26, 18], [110, 27, 142, 59]]"
230.tif,"[[76, 183, 108, 215], [154, 158, 186, 190], [132, 105, 164, 137], [195, 101, 227, 133], [173, 35, 205, 67], [4, -12, 36, 20], [-4, 196, 28, 228]]"
231.tif,"[[37, 199, 69, 231], [92, 186, 124, 218], [55, 140, 87, 172], [133, 115, 165, 147], [112, 63, 144, 95], [175, 58, 207, 90], [152, -8, 184, 24]]"
232.tif,"[[176, 182, 208, 214], [145, 143, 177, 175], [98, 92, 130, 124], [11, 201, 43, 233], [-13, 160, 19, 192], [4, 43, 36, 75], [46, -14, 78, 18], [99, 32, 131, 64]]"
233.tif,"[[119, 146, 151, 178]]"
234.tif,"[[150, 72, 182, 104], [60, 141, 92, 173]]"
235.tif,"[[196, 197, 228, 229], [124, 3, 156, 35], [34, 72, 66, 104], [43, 147, 75, 179]]"
236.tif,"[[208, 181, 240, 213], [67, 199, 99, 231], [164, 133, 196, 165], [182, 75, 214, 107], [29, 25, 61, 57], [103, 88, 135, 120], [-1, 133, 31, 165]]"
237.tif,"[[205, 194, 237, 226], [181, 153, 213, 185], [146, 167, 178, 199], [5, 185, 37, 217], [102, 119, 134, 151], [157, 107, 189, 139], [120, 60, 152, 92], [198, 35, 230, 67], [41, 74, 73, 106]]"
238.tif,"[[182, 174, 214, 206], [144, -1, 176, 31], [114, 108, 146, 140], [79, 83, 111, 115], [55, 4, 87, 36], [-6, 93, 26, 125]]"
239.tif,"[[197, 121, 229, 153], [161, 97, 193, 129], [137, 18, 169, 50], [76, 106, 108, 138], [36, 72, 68, 104]]"
240.tif,"[[204, 92, 236, 124], [179, 14, 211, 46], [119, 102, 151, 134], [79, 68, 111, 100], [-1, 69, 31, 101]]"
241.tif,"[[186, 149, 218, 181], [168, 85, 200, 117], [85, 203, 117, 235], [8, 2, 40, 34], [58, 46, 90, 78], [5, 204, 37, 236]]"
242.tif,"[[208, 103, 240, 135], [167, -11, 199, 21], [164, 182, 196, 214]]"
243.tif,"[[182, 63, 214, 95], [141, 28, 173, 60], [62, 30, 94, 62], [-6, 135, 26, 167]]"
244.tif,"[[182, 53, 214, 85], [141, 18, 173, 50], [62, 20, 94, 52], [-6, 125, 26, 157]]"
245.tif,"[[16, 63, 48, 95], [32, 117, 64, 149], [70, 179, 102, 211], [115, 13, 147, 45], [163, 204, 195, 236]]"
246.tif,"[[74, 60, 106, 92], [90, 114, 122, 146], [127, 177, 159, 209], [173, 10, 205, 42]]"
247.tif,"[[78, 14, 110, 46], [95, 68, 127, 100], [132, 130, 164, 162]]"
248.tif,"[[25, 97, 57, 129], [173, 14, 205, 46]]"
249.tif,"[[18, 54, 50, 86], [62, 71, 94, 103], [105, 94, 137, 126], [139, 123, 171, 155], [181, 143, 213, 175]]"
250.tif,"[[77, 82, 109, 114], [121, 99, 153, 131], [164, 121, 196, 153], [198, 151, 230, 183]]"
251.tif,"[[0, 119, 32, 151], [43, 141, 75, 173], [77, 171, 109, 203], [118, 191, 150, 223], [157, 6, 189, 38], [185, 79, 217, 111], [197, 124, 229, 156], [165, 126, 197, 158]]"
252.tif,"[[27, -4, 59, 28], [71, 13, 103, 45], [114, 36, 146, 68], [148, 65, 180, 97], [190, 85, 222, 117]]"
253.tif,"[[-11, 24, 21, 56], [32, 47, 64, 79], [66, 76, 98, 108], [108, 97, 140, 129], [174, -15, 206, 17], [187, 30, 219, 62], [154, 32, 186, 64]]"
254.tif,"[[70, 110, 102, 142], [90, 139, 122, 171], [125, 192, 157, 224], [118, 30, 150, 62]]"
255.tif,"[[76, 92, 108, 124], [97, 121, 129, 153], [132, 174, 164, 206], [125, 12, 157, 44]]"
256.tif,"[[35, 6, 67, 38], [70, 58, 102, 90], [189, 152, 221, 184], [70, 178, 102, 210]]"
257.tif,"[[32, 9, 64, 41], [67, 61, 99, 93], [186, 155, 218, 187], [67, 181, 99, 213]]"
258.tif,"[[45, 63, 77, 95], [106, 128, 138, 160], [147, 180, 179, 212]]"
259.tif,"[[105, 49, 137, 81], [146, 102, 178, 134], [171, 137, 203, 169], [1, 176, 33, 208], [74, 185, 106, 217]]"
260.tif,"[[60, 35, 92, 67], [101, 88, 133, 120], [126, 123, 158, 155], [163, 177, 195, 209], [28, 171, 60, 203]]"
261.tif,"[[31, 36, 63, 68], [72, 88, 104, 120], [97, 123, 129, 155], [134, 177, 166, 209], [-1, 171, 31, 203]]"
262.tif,"[[9, 86, 41, 118], [34, 121, 66, 153], [72, 175, 104, 207]]"
263.tif,"[[85, 49, 117, 81], [158, 59, 190, 91], [183, 119, 215, 151], [196, 161, 228, 193], [115, 181, 147, 213], [19, 72, 51, 104]]"
264.tif,"[[86, 63, 118, 95], [159, 72, 191, 104], [185, 132, 217, 164], [197, 175, 229, 207], [116, 195, 148, 227], [20, 85, 52, 117]]"
265.tif,"[[148, 37, 180, 69], [13, 32, 45, 64], [38, 92, 70, 124], [51, 134, 83, 166]]"
266.tif,"[[172, 5, 204, 37], [184, 47, 216, 79], [194, 130, 226, 162], [198, 200, 230, 232], [103, 67, 135, 99], [31, 119, 63, 151], [113, 130, 145, 162], [84, 188, 116, 220], [18, 204, 50, 236]]"
267.tif,"[[202, 130, 234, 162], [133, 194, 165, 226], [60, 7, 92, 39], [70, 90, 102, 122], [74, 160, 106, 192], [58, 200, 90, 232], [-11, 90, 21, 122]]"
268.tif,"[[180, 15, 212, 47], [184, 85, 216, 117], [168, 125, 200, 157], [17, 5, 49, 37], [99, 15, 131, 47], [70, 74, 102, 106], [67, 132, 99, 164], [153, 185, 185, 217], [47, 206, 79, 238], [4, 89, 36, 121]]"
269.tif,"[[111, 30, 143, 62], [173, 74, 205, 106], [52, -4, 84, 28], [36, 36, 68, 68], [20, 96, 52, 128], [-2, 145, 30, 177], [-13, 196, 19, 228], [105, 165, 137, 197], [113, 206, 145, 238], [89, 200, 121, 232]]"
270.tif,"[[192, -13, 224, 19], [148, 110, 180, 142], [53, 0, 85, 32], [76, 162, 108, 194], [158, 172, 190, 204], [4, 89, 36, 121], [5, -13, 37, 19]]"
271.tif,"[[177, 135, 209, 167], [130, 121, 162, 153], [87, 120, 119, 152], [101, -3, 133, 29], [53, 39, 85, 71], [77, 196, 109, 228], [41, 171, 73, 203], [-4, 145, 28, 177]]"
272.tif,"[[169, 101, 201, 133], [73, -9, 105, 23], [97, 153, 129, 185], [179, 163, 211, 195], [25, 79, 57, 111]]"
273.tif,"[[76, -10, 108, 22], [101, 50, 133, 82], [114, 92, 146, 124], [123, 175, 155, 207], [32, 113, 64, 145], [43, 175, 75, 207]]"
274.tif,"[[204, 172, 236, 204], [124, 0, 156, 32], [52, 52, 84, 84], [135, 63, 167, 95], [105, 121, 137, 153], [102, 180, 134, 212], [40, 137, 72, 169], [4, 207, 36, 239]]"
275.tif,"[[105, -6, 137, 26], [187, 4, 219, 36], [158, 63, 190, 95], [155, 121, 187, 153], [135, 195, 167, 227], [92, 78, 124, 110], [44, 208, 76, 240], [57, 149, 89, 181]]"
276.tif,"[[188, -6, 220, 26], [87, 1, 119, 33], [173, 54, 205, 86], [67, 75, 99, 107], [150, 103, 182, 135], [139, 155, 171, 187], [118, 192, 150, 224], [49, 155, 81, 187], [21, 207, 53, 239], [-11, 29, 21, 61]]"
277.tif,"[[197, 22, 229, 54], [96, 29, 128, 61], [182, 82, 214, 114], [76, 103, 108, 135], [33, -14, 65, 18], [159, 131, 191, 163], [148, 182, 180, 214], [58, 183, 90, 215], [-14, 116, 18, 148], [-2, 57, 30, 89]]"
278.tif,"[[154, 79, 186, 111], [207, 148, 239, 180], [204, 207, 236, 239], [141, 164, 173, 196], [16, 154, 48, 186], [7, 77, 39, 109], [82, 6, 114, 38]]"
279.tif,"[[193, 4, 225, 36], [177, 44, 209, 76], [79, -7, 111, 25], [76, 51, 108, 83], [162, 104, 194, 136], [56, 125, 88, 157], [13, 8, 45, 40], [139, 153, 171, 185], [128, 204, 160, 236], [38, 205, 70, 237]]"
280.tif,"[[110, 37, 142, 69], [193, 65, 225, 97], [182, 117, 214, 149], [161, 154, 193, 186], [92, 117, 124, 149], [63, 169, 95, 201], [-14, 172, 18, 204], [4, 125, 36, 157], [19, 50, 51, 82], [31, -9, 63, 23]]"
281.tif,"[[3, 29, 35, 61], [-8, 81, 24, 113], [110, 49, 142, 81], [118, 90, 150, 122], [114, 133, 146, 165], [74, 157, 106, 189], [94, 84, 126, 116], [61, 181, 93, 213]]"
282.tif,"[[101, 23, 133, 55], [197, 5, 229, 37], [180, 58, 212, 90], [208, 203, 240, 235], [33, 114, 65, 146], [41, 155, 73, 187], [37, 197, 69, 229], [16, 148, 48, 180]]"
283.tif,"[[206, 67, 238, 99], [138, 121, 170, 153], [98, 177, 130, 209], [39, 18, 71, 50], [36, 61, 68, 93], [-5, 85, 27, 117], [15, 12, 47, 44], [5, 146, 37, 178]]"
284.tif,"[[195, 171, 227, 203], [10, 3, 42, 35], [136, 12, 168, 44], [133, 55, 165, 87], [92, 79, 124, 111], [112, 6, 144, 38], [80, 103, 112, 135], [-11, 40, 21, 72], [102, 140, 134, 172], [52, 172, 84, 204]]"
285.tif,"[[3, 28, 35, 60], [-8, 80, 24, 112], [111, 49, 143, 81], [118, 90, 150, 122], [115, 132, 147, 164], [74, 156, 106, 188], [94, 83, 126, 115], [62, 180, 94, 212]]"
286.tif,"[[201, 187, 233, 219], [16, 19, 48, 51], [134, -12, 166, 20], [142, 29, 174, 61], [139, 71, 171, 103], [98, 95, 130, 127], [118, 22, 150, 54], [85, 119, 117, 151], [-5, 57, 27, 89], [107, 156, 139, 188], [58, 188, 90, 220]]"
287.tif,"[[153, -13, 185, 19], [132, 25, 164, 57], [63, -12, 95, 20], [35, 40, 67, 72], [112, 80, 144, 112], [17, 92, 49, 124], [195, 157, 227, 189], [85, 144, 117, 176], [18, 205, 50, 237], [-9, 125, 23, 157]]"
288.tif,"[[161, 41, 193, 73], [133, 92, 165, 124], [115, 144, 147, 176], [183, 196, 215, 228], [-4, 169, 28, 201], [89, 178, 121, 210], [56, 95, 88, 127], [74, 48, 106, 80]]"
289.tif,"[[127, 12, 159, 44], [199, 91, 231, 123], [178, 129, 210, 161], [109, 92, 141, 124], [81, 144, 113, 176], [157, 184, 189, 216], [63, 196, 95, 228], [3, 146, 35, 178], [22, 99, 54, 131], [37, 24, 69, 56]]"
290.tif,"[[64, 1, 96, 33], [53, 53, 85, 85], [171, 22, 203, 54], [179, 63, 211, 95], [176, 105, 208, 137], [135, 129, 167, 161], [155, 56, 187, 88], [122, 153, 154, 185], [32, 91, 64, 123], [11, 146, 43, 178], [145, 190, 177, 222]]"
291.tif,"[[194, -13, 226, 19], [173, 25, 205, 57], [105, -12, 137, 20], [76, 40, 108, 72], [153, 80, 185, 112], [58, 92, 90, 124], [126, 144, 158, 176], [59, 206, 91, 238], [32, 125, 64, 157], [-1, 43, 31, 75], [17, -5, 49, 27]]"
292.tif,"[[174, 78, 206, 110], [134, 134, 166, 166], [133, 202, 165, 234], [72, 18, 104, 50], [31, 42, 63, 74], [18, 66, 50, 98], [41, 103, 73, 135], [-9, 136, 23, 168]]"
293.tif,"[[43, 17, 75, 49], [161, -15, 193, 17], [169, 26, 201, 58], [166, 69, 198, 101], [125, 93, 157, 125], [145, 20, 177, 52], [113, 117, 145, 149], [22, 54, 54, 86], [1, 109, 33, 141], [135, 154, 167, 186], [85, 186, 117, 218]]"
294.tif,"[[114, -10, 146, 22], [190, 31, 222, 63], [96, 42, 128, 74], [164, 94, 196, 126], [97, 156, 129, 188], [69, 199, 101, 231], [6, 133, 38, 165], [69, 76, 101, 108], [36, -7, 68, 25]]"
295.tif,"[[71, -15, 103, 17], [139, 37, 171, 69], [72, 99, 104, 131], [108, 163, 140, 195], [58, 203, 90, 235], [45, 142, 77, 174], [45, 19, 77, 51]]"
296.tif,"[[114, 0, 146, 32], [47, 61, 79, 93], [83, 126, 115, 158], [125, 196, 157, 228], [33, 166, 65, 198], [19, 105, 51, 137]]"
297.tif,"[[179, 17, 211, 49], [167, 41, 199, 73], [55, 34, 87, 66], [189, 79, 221, 111], [139, 111, 171, 143], [29, 98, 61, 130], [126, 168, 158, 200], [183, 208, 215, 240]]"
298.tif,"[[198, -3, 230, 29], [159, 53, 191, 85], [157, 121, 189, 153], [174, 181, 206, 213], [43, -15, 75, 17], [65, 22, 97, 54], [16, 54, 48, 86], [2, 112, 34, 144], [20, 168, 52, 200], [59, 152, 91, 184], [109, 181, 141, 213]]"
299.tif,"[[121, 1, 153, 33], [9, -6, 41, 26], [143, 38, 175, 70], [93, 71, 125, 103], [80, 128, 112, 160], [98, 184, 130, 216], [137, 168, 169, 200], [187, 197, 219, 229]]"
300.tif,"[[124, 32, 156, 64], [140, 92, 172, 124], [204, 112, 236, 144], [195, 186, 227, 218], [110, 174, 142, 206], [-13, 79, 19, 111], [26, 63, 58, 95], [76, 92, 108, 124], [-6, 139, 26, 171], [48, 196, 80, 228]]"
301.tif,"[[148, 0, 180, 32], [164, 61, 196, 93], [133, 142, 165, 174], [-7, -9, 25, 23], [11, 47, 43, 79], [50, 31, 82, 63], [100, 60, 132, 92], [18, 108, 50, 140], [71, 164, 103, 196]]"
302.tif,"[[167, -7, 199, 25], [136, 74, 168, 106], [146, 142, 178, 174], [115, 151, 147, 183], [103, -7, 135, 25], [21, 40, 53, 72], [74, 97, 106, 129], [-12, 163, 20, 195]]"
303.tif,"[[99, -5, 131, 27], [117, 52, 149, 84], [156, 35, 188, 67], [206, 65, 238, 97], [124, 112, 156, 144], [177, 169, 209, 201], [14, 121, 46, 153], [46, 169, 78, 201], [69, 195, 101, 227]]"
304.tif,"[[128, 16, 160, 48], [170, 86, 202, 118], [101, 139, 133, 171], [129, 187, 161, 219], [202, 135, 234, 167], [55, 202, 87, 234], [24, 161, 56, 193], [78, 56, 110, 88], [64, -5, 96, 27], [0, 64, 32, 96]]"
305.tif,"[[153, 34, 185, 66], [84, 87, 116, 119], [112, 135, 144, 167], [186, 82, 218, 114], [139, 172, 171, 204], [38, 150, 70, 182], [7, 109, 39, 141], [61, 4, 93, 36]]"
306.tif,"[[122, 1, 154, 33], [53, 54, 85, 86], [81, 102, 113, 134], [155, 49, 187, 81], [178, 75, 210, 107], [200, 115, 232, 147], [109, 139, 141, 171], [105, 196, 137, 228], [33, 184, 65, 216], [7, 117, 39, 149]]"
307.tif,"[[117, 2, 149, 34], [156, -14, 188, 18], [206, 15, 238, 47], [124, 63, 156, 95], [177, 119, 209, 151], [14, 72, 46, 104], [46, 120, 78, 152], [70, 146, 102, 178], [91, 185, 123, 217]]"
308.tif,"[[170, -4, 202, 28], [60, 5, 92, 37], [-9, 58, 23, 90], [19, 106, 51, 138], [92, 53, 124, 85], [115, 79, 147, 111], [137, 119, 169, 151], [46, 143, 78, 175], [42, 200, 74, 232]]"
309.tif,"[[85, 30, 117, 62], [182, 3, 214, 35], [203, 43, 235, 75], [112, 67, 144, 99], [108, 124, 140, 156], [104, 194, 136, 226], [25, 167, 57, 199], [36, 112, 68, 144], [11, 45, 43, 77]]"
310.tif,"[[147, 32, 179, 64], [174, 69, 206, 101], [170, 126, 202, 158], [166, 196, 198, 228], [87, 169, 119, 201], [98, 114, 130, 146], [73, 47, 105, 79], [42, 6, 74, 38], [5, 126, 37, 158]]"
311.tif,"[[123, -1, 155, 31], [119, 70, 151, 102], [42, 133, 74, 165], [-2, 187, 30, 219], [16, 90, 48, 122], [40, 43, 72, 75], [51, -12, 83, 20]]"
312.tif,"[[122, 2, 154, 34], [45, 65, 77, 97], [1, 119, 33, 151], [19, 22, 51, 54]]"
313.tif,"[[165, 101, 197, 133], [121, 155, 153, 187], [78, 93, 110, 125], [139, 58, 171, 90], [163, 11, 195, 43], [63, 207, 95, 239], [19, 139, 51, 171], [38, 31, 70, 63]]"
314.tif,"[[161, 166, 193, 198], [165, 41, 197, 73], [121, 104, 153, 136], [34, 161, 66, 193], [56, 36, 88, 68]]"
315.tif,"[[152, 74, 184, 106], [108, 128, 140, 160], [65, 67, 97, 99], [126, 32, 158, 64], [150, -15, 182, 17], [50, 180, 82, 212], [6, 113, 38, 145], [25, 5, 57, 37], [21, 191, 53, 223]]"
316.tif,"[[108, 28, 140, 60], [103, 98, 135, 130], [26, 162, 58, 194], [0, 119, 32, 151], [25, 72, 57, 104], [36, 17, 68, 49]]"
317.tif,"[[175, -2, 207, 30], [171, 54, 203, 86], [166, 125, 198, 157], [89, 188, 121, 220], [3, 180, 35, 212], [63, 145, 95, 177], [88, 98, 120, 130], [99, 43, 131, 75], [6, 54, 38, 86]]"
